RestaurantID,RestaurantName,CuisineType,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrdersCount,UberEatsOrdersCount,DoorDashOrdersCount,SelfDeliveryOrdersCount,InStoreRevenue,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,TotalRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,TotalNetProfit,InStoreShare,UE_share,DD_share,SD_share,NetMarginPct,AggregatorDependence,AggregatorRevenueShare,CostBurden,DeliveryEfficiency,ScaleIndex,RevenuePerOrder,TotalRevenue_pt,MonthlyOrders_pt,ScaleIndex_pt,SD_DeliveryTotalCost_pt,PC1,PC2,PC3,ClusterID,GPI,ClusterLabel,StrategicRecommendation
84,Kiwi Kitchen Co #84,Mexican,Bar/Pub,Manukau,0.9942,41.77,1618,768,304,346,200,32079.36,13411.07,15051.62,8763.16,69305.21,0.2196,0.3024,0.2592,5.7,2.99,598.0,15333.93,2934.34,3293.29,3590.79,25152.35,0.4747,0.3576,0.4071,0.2353,0.36292148887507875,0.7646999999999999,0.41068615187804786,0.522,29.850746268656717,1608.6155999999999,42.833875154511745,-0.9652274836911098,-1.1221970147912446,-1.135260648093003,-1.0574677567675117,0.09830349392020496,-0.9269517438137963,-3.35986396415292,1,50.6,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
85,Waterfront Grill #85,Thai,QSR,West Auckland,1.0055,33.08,3663,1329,904,632,798,43963.32,34230.86,24010.41,26954.91,129159.5,0.2932,0.2918,0.35,13.7,1.8,1436.4,18244.78,2225.01,1560.68,9749.89,31780.36,0.3628,0.3873,0.2708,0.3419,0.2460551488663242,0.6580999999999999,0.4509251739128752,0.585,54.28571428571429,3683.1465000000003,35.26057876057876,0.32272388045077743,0.3333670933305493,0.32747395682897246,0.04034777528364842,-0.6926899409809083,-1.447502353225328,-0.08328198862338103,0,52.6,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
86,Gecko Cafe #86,Mexican,Casual Dining,Ponsonby,0.9988,40.06,2149,735,446,490,478,29444.1,19866.85,20856.23,19412.73,89579.91,0.3291,0.3367,0.3066,9.9,2.03,970.34,9840.22,548.33,575.63,5517.39,16481.57,0.342,0.3154,0.3465,0.338,0.1839873471629967,0.6618999999999999,0.4546005906904796,0.6658,43.85321100917431,2146.4212,41.684462540716616,-0.4832870430273185,-0.6842091406857751,-0.6933987036373713,-0.47298863414020764,1.5889866699173887,-0.43457754347704547,0.302889566173334,2,42.8,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
87,Golden Wok #87,Bakery/Desserts,QSR,Ponsonby,1.0239,29.79,6584,2169,2014,1365,1036,64614.51,68902.55,41943.87,33158.03,208618.96,0.2659,0.3618,0.3191,3.4,0.89,922.04,24055.98,3665.62,2231.41,11422.69,41375.7,0.3294,0.4562,0.3092,0.2347,0.1983314460008812,0.7654,0.5313343523522503,0.6277,235.45454545454544,6741.3576,31.685747266099636,1.634183543964617,1.8262251519443233,1.8522713921455667,-0.5371256912568935,-3.494747446254922,1.387103042317528,2.40063019106503,4,71.9,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
88,Ocean & Vine #88,Indian,Casual Dining,Newmarket,1.0285,37.69,2909,1063,520,443,883,40064.47,22465.4,17570.4,33394.76,113495.03,0.2893,0.3956,0.3039,9.3,1.59,1403.97,12624.31,251.61,196.79,9118.72,22191.43,0.3654,0.2817,0.24,0.4783,0.19552776892521198,0.5217,0.35275377256607626,0.6849000000000001,85.72815533980582,2991.9065,39.0151357854933,0.020613158583537176,-0.1407928697815854,-0.09859133148827394,0.009436915850141137,2.284228194413513,-3.6969107348076617,3.053002468863229,0,52.4,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
89,Tui Table #89,Cafe/Brunch,QSR,Waitakere,1.0051,35.29,4198,1435,1142,969,652,50641.15,45921.51,35139.61,24049.36,155751.63,0.2972,0.3184,0.3356,10.5,3.92,2555.84,19466.46,2240.97,1714.81,6688.73,30110.97,0.3418,0.4133,0.3507,0.236,0.19332683709313347,0.764,0.5204511824370633,0.6156,56.69565217391305,4219.4098,37.10138875655074,0.7970427559480245,0.6414409598337176,0.6311567401054957,0.8648326700585425,-1.2051540515633639,1.4135338192976399,-0.687438662970288,1,51.2,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
90,Kiwi Kitchen Co #90,Bakery/Desserts,Bar/Pub,North Shore,0.9956,39.03,2703,1231,494,564,414,48045.93,21559.78,24713.99,16867.15,111186.85,0.2751,0.4079,0.2564,12.9,5.25,2173.5,15230.56,1306.52,1497.67,3173.39,21208.14,0.4554,0.3356,0.3832,0.2812,0.19074323987054223,0.7188,0.41618024073890036,0.683,29.784172661870503,2691.1068,41.13460969293378,-0.02559156506448536,-0.2804715418054901,-0.29924968954027337,0.6241032797596267,1.6818227283844214,-0.03504657658764567,-1.3709151995470494,2,37.2,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
91,The Copper Pan #91,Seafood,QSR,Manukau,1.0167,32.74,5192,1642,1114,1340,1096,53759.08,40091.36,47672.28,36602.45,178125.17,0.3318,0.3578,0.2032,8.3,3.6,3945.6,16686.82,4297.79,5110.47,7415.8,33510.88,0.3163,0.3138,0.3775,0.3087,0.18813107659069178,0.6913,0.4927076841526663,0.6896,117.84946236559139,5278.7064,34.30762134052389,1.166077212544589,1.16687209673321,1.1791150091972271,1.5463236218572676,-0.8293407155413527,0.14998361746990793,2.278662671797777,4,58.3,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
92,Kiwi Kitchen Co #92,Indian,Food Truck,East Auckland,1.0063,33.1,1488,503,374,231,380,16649.3,12904.07,8133.98,13033.6,50720.95,0.3082,0.2883,0.2666,12.4,2.7,1026.0,6717.99,1766.57,1113.54,4233.06,13831.16,0.338,0.3797,0.2345,0.3858,0.2726912646549404,0.6142,0.4147802830980098,0.5965,28.35820895522388,1497.3744,34.08665994623656,-1.4725706975782749,-1.2397059039508511,-1.235461337393258,-0.4022322581463018,0.29217897886175154,-2.6470915805950246,0.3433927879464662,0,47.7,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
93,Manuka Street Food #93,Seafood,Fine Dining,Ponsonby,1.0113,46.72,1148,631,159,184,174,29480.32,8101.77,9508.28,8186.34,55276.71,0.3522,0.3789,0.2967,10.2,2.32,403.68,7927.26,-225.23,-264.33,1797.63,9235.33,0.5497,0.3075,0.3559,0.3366,0.1670745237913038,0.6634,0.3185799227197133,0.7311000000000001,15.535714285714286,1160.9724,48.15044425087108,-1.3407466468338538,-1.5731376850866419,-1.5634611513479764,-1.4950392265978143,4.799908127509028,-0.6454786680725065,-0.7939125189924833,3,31.7,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
94,Little Saigon #94,Italian,Casual Dining,South Auckland,0.99,42.2,1894,695,499,401,299,29329.0,23574.18,18647.99,13345.87,84897.04,0.2976,0.3452,0.2845,4.9,1.75,523.25,10476.32,1713.84,1355.71,4243.89,17789.76,0.3669,0.4162,0.3344,0.2494,0.20954511488268612,0.7505999999999999,0.49733382930665193,0.6428,50.67796610169491,1875.06,44.82420274551214,-0.5894066465047686,-0.8870467339648305,-0.9084454102354802,-1.2097325964451857,0.9326491271674958,1.2245075178179925,-0.8725674906915719,2,43.7,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
95,Westfield Wok #95,Korean BBQ,Fine Dining,South Auckland,0.99,46.01,739,391,157,82,109,17989.91,7857.16,4309.25,5104.04,35260.36,0.3179,0.3998,0.2883,4.5,5.07,552.63,5078.55,-47.14,-25.86,888.24,5893.79,0.5291,0.4511,0.2356,0.3132,0.1671505906349226,0.6867,0.3450449740161473,0.7177,19.818181818181817,731.61,47.71361299052774,-1.9701288129859456,-2.0467117546237596,-2.061383175618582,-1.1478924994035198,4.3840683879271065,-0.2847564621639013,-0.8955932443780436,3,28.3,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
96,Kowhai Kitchen #96,Cafe/Brunch,Fine Dining,Auckland CBD,0.99,43.76,937,534,152,126,125,23367.84,7535.31,6313.06,5554.63,42770.84,0.3347,0.4864,0.3196,13.4,2.59,323.75,4180.51,-1060.22,-888.25,669.97,2902.01,0.5699,0.3772,0.3127,0.3102,0.06785019887381216,0.6899,0.3237806412032123,0.8210999999999999,8.680555555555555,927.63,45.64657417289221,-1.7173739569479507,-1.8048459651996944,-1.819852036380655,-1.7271383474080435,5.492396632715948,0.6093406329342804,-1.3451602805772296,3,15.0,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
97,Southern Smoke BBQ #97,Bakery/Desserts,Bar/Pub,Ponsonby,0.99,37.18,1780,813,288,285,394,30227.34,11074.64,11745.88,15017.93,68065.79,0.2723,0.3485,0.2915,13.7,5.13,2021.22,11462.21,971.25,1030.11,3673.58,17137.15,0.4567,0.2978,0.2947,0.4074,0.25177332107656436,0.5925,0.3352715071697544,0.6208,26.802721088435376,1762.2,38.23920786516854,-0.9968042605096737,-0.982009228464072,-1.0024226742986078,0.5184950676055534,2.197649477182721,-3.619832719524065,-0.6861034118566075,0,38.6,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
98,Volcano Pizza #98,Bakery/Desserts,QSR,Devonport,0.9975,29.79,5746,1929,1599,1275,943,57464.91,50945.85,42780.02,30119.92,181310.7,0.3101,0.2305,0.304,10.6,4.33,4083.19,26399.38,7916.99,6648.02,9753.9,50718.29,0.3357,0.4189,0.334,0.2471,0.27973136720557584,0.7529,0.5169351284838677,0.5406,81.29310344827586,5731.635,31.554246432300733,1.2167270220805448,1.4384986034868046,1.3965117753291292,1.6024673079073872,-3.16387298196072,0.1651478126991137,-0.5172956608576093,4,62.0,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
99,Arataki Eatery #99,Sushi,Casual Dining,Auckland CBD,0.9923,39.34,2137,740,449,372,576,29111.6,19178.77,16434.74,24103.66,88828.77,0.257,0.3706,0.2518,14.7,0.89,512.64,10841.16,2312.96,1982.03,8463.56,23599.71,0.3463,0.3214,0.2663,0.4123,0.26567642442870704,0.5877,0.4009231468588386,0.6275999999999999,36.68789808917197,2120.5451,41.56704258306036,-0.5001224462758578,-0.6934830776128412,-0.7132981204398968,-1.2327617116473164,1.731615851844022,-3.0643174600644043,0.1908583812130019,0,44.1,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
100,Ponsonby Pizza Co #100,Sushi,QSR,East Auckland,1.009,29.79,3985,1198,994,950,843,35688.42,31867.71,30674.05,27015.31,125245.49,0.2764,0.2253,0.2471,13.2,2.07,1745.01,17783.54,8005.17,7705.32,11716.72,45210.75,0.3006,0.3567,0.3409,0.3025,0.3609770699128567,0.6976,0.49935338989052613,0.5017,59.36619718309859,4020.865,31.429232120451694,0.24900178651987,0.5212146565688792,0.5210937589175053,0.30911378300354964,-3.0524150998997572,-1.6941477414302548,-0.5620661381711436,4,65.7,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
101,Kiwi Kitchen Co #101,Italian,Casual Dining,East Auckland,1.0227,31.97,2192,733,516,474,469,23434.01,17059.32,16844.63,15775.97,73113.93,0.3561,0.3773,0.3284,11.9,2.06,966.14,6247.51,-1054.27,-1041.0,3239.73,7391.97,0.3344,0.3537,0.3249,0.3215,0.10110207452943647,0.6786000000000001,0.46371395984322006,0.7334,36.35658914728682,2241.7583999999997,33.3548950729927,-0.8698865359634872,-0.651182446324724,-0.6210923785535861,-0.47846103560941333,0.8785546676013535,0.694822567425941,1.0953297731328466,2,41.4,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
102,Blue Wave Sushi #102,Burgers,QSR,East Auckland,1.0083,33.58,5000,1408,1583,1234,775,47280.64,55281.23,42688.05,27404.68,172654.6,0.3024,0.2172,0.283,6.3,2.71,2100.25,22713.62,10912.51,8426.62,11064.96,53117.71,0.2816,0.4407,0.3435,0.2158,0.30765302517280163,0.7842,0.5674293068357287,0.5196000000000001,106.16438356164385,5041.5,34.53092,1.0780480249984106,1.0694718711400613,1.0615510586473185,0.574084394543555,-3.6776122505230915,1.029931262900473,-0.10571839745438312,4,67.8,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
103,Kiwi Kitchen Co #103,Indian,Casual Dining,Newmarket,0.9905,39.67,2075,705,460,467,443,27967.35,20600.22,20722.0,18248.69,87538.26,0.2775,0.4064,0.2613,15.6,2.73,1209.39,8840.48,1128.89,1135.57,4559.02,15663.96,0.3398,0.3358,0.3409,0.3234,0.17893844360168915,0.6767,0.47204753669995275,0.6839,26.686746987951803,2055.2875,42.18711325301204,-0.5292105897087697,-0.7418068724601552,-0.7640260973639833,-0.18934328995497224,1.6820561233204283,-0.25848652968638386,-0.5629116446946605,2,36.5,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
104,The Grill House #104,Thai,Casual Dining,North Shore,1.0051,33.93,2041,794,684,297,266,26940.42,25133.7,11538.79,9678.95,73291.86,0.3907,0.3989,0.2614,11.4,5.31,1412.46,5668.26,-1281.82,-588.48,623.99,4421.95,0.389,0.5485,0.2382,0.2133,0.0603334394842756,0.7867,0.5003623867643693,0.7896,21.451612903225804,2051.4091000000003,35.90977951984321,-0.8654927903767664,-0.7686051048842488,-0.7670660184656879,0.017585073693625122,1.1130990740493345,3.5084116540865,0.13896263816130297,2,26.7,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
105,Tui Table #105,Bakery/Desserts,Cafe,South Auckland,1.0207,29.79,4221,1712,1213,829,467,51000.48,37086.85,25462.64,14480.51,128030.48,0.2791,0.4454,0.2605,8.1,1.62,756.54,14050.63,556.3,381.94,3232.84,18221.71,0.4056,0.4835,0.3304,0.1861,0.14232321865855693,0.8139000000000001,0.4885515542861356,0.7245,51.31868131868132,4308.374699999999,30.331788675669273,0.3015720390484139,0.6542439370516375,0.6796370799232622,-0.7800210741980228,-1.215245172098808,2.8238657994097336,-0.4430349686175619,4,43.5,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
106,Tui Table #106,Bakery/Desserts,Casual Dining,North Shore,0.9914,42.8,2300,888,534,475,403,38006.4,23361.3,22946.37,17738.34,102052.41,0.3315,0.4224,0.2587,7.2,3.05,1229.15,9353.38,-294.35,-289.12,3136.26,11906.17,0.3861,0.3782,0.3364,0.2854,0.11666721050487686,0.7145999999999999,0.4537636102861265,0.7539,49.146341463414636,2280.22,44.370613043478265,-0.21322801736195893,-0.5695938981829411,-0.5923560460315339,-0.16801205667474856,2.6420256449226898,1.352615670059948,0.33099836952809364,2,34.2,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
107,Tui Table #107,Sushi,Fine Dining,West Auckland,0.99,43.31,817,440,156,97,124,19056.4,7307.35,4794.63,5645.57,36803.95,0.362,0.4289,0.2415,10.4,3.48,431.52,3984.69,-236.76,-155.35,748.97,4341.55,0.5386,0.4138,0.2573,0.3289,0.11796424025138608,0.6711,0.32882285732917255,0.7908999999999999,10.87719298245614,808.83,45.04767441860465,-1.9161739783575777,-1.9480680090899898,-1.962796354438793,-1.42299986022616,5.025172155838129,-0.06877356064006566,-0.4773978961624392,3,20.8,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
108,Arataki Eatery #108,Korean BBQ,Fine Dining,Newmarket,1.0054,47.23,663,376,133,70,84,17758.48,6541.45,3469.44,4140.66,31910.03,0.339,0.4909,0.235,3.7,2.8,235.2,3020.72,-424.54,-225.17,469.13,2840.14,0.5671,0.4634,0.2439,0.2927,0.08900461704360667,0.7073,0.3137223625299005,0.8299000000000001,17.872340425531913,666.5802,48.12975867269985,-2.091373790271392,-2.147819783952435,-2.1484984064153023,-2.046830162983739,5.724685205433033,1.0724454547622793,-0.17077691903244094,3,23.0,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
109,Fenwick's Bistro #109,Pizza,Cafe,Newmarket,1.0017,30.99,3114,1300,751,656,407,40287.0,25872.36,22123.01,12738.07,101020.44,0.2582,0.2801,0.2741,11.9,2.92,1188.44,18600.51,4853.65,4150.28,4692.73,32297.17,0.4175,0.414,0.3616,0.2244,0.31970925883910223,0.7756,0.47510553309805414,0.5383,31.550387596899224,3119.2938,32.44073217726397,-0.2349353043252327,-0.006488850279650808,-0.016653575637221463,-0.2122721114799102,-2.202548869426291,-0.10897166916395194,-2.539085499425243,1,52.0,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
110,Gecko Cafe #110,Vegan/Plant-Based,Casual Dining,Auckland CBD,1.0157,39.43,2268,803,699,463,303,31662.29,30962.45,20823.29,12322.65,95770.68,0.3837,0.3319,0.2622,6.2,1.65,499.95,9004.76,687.37,462.28,3004.61,13159.02,0.3541,0.4771,0.316,0.2068,0.13740134245679367,0.7931,0.5407264519788312,0.7156,42.083333333333336,2303.6076000000003,42.22693121693121,-0.3470862917158541,-0.5935704633057107,-0.5749999331116958,-1.260821470208148,0.5847659223592976,3.4180990663752153,0.24911650385611656,2,41.3,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
111,Kowhai Kitchen #111,Mexican,Bar/Pub,Waitakere,1.0018,41.66,2350,1004,490,357,499,41826.64,21427.51,17026.61,21309.42,101590.18,0.2901,0.3567,0.3132,10.8,2.92,1457.08,14773.17,857.1,681.06,6069.41,22380.74,0.4272,0.364,0.2652,0.3707,0.2203041671941127,0.6292,0.3785220185651802,0.6468,42.28813559322034,2354.23,43.229863829787234,-0.2229375675194173,-0.5324527299685595,-0.5377303633556136,0.05976283068980729,2.255762861742287,-1.8612817349375914,0.02394544529710341,0,43.2,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
112,Tui Table #112,Korean BBQ,QSR,West Auckland,1.0225,32.46,4377,1205,1405,837,930,39114.3,50029.34,28164.08,32232.92,149540.64,0.3247,0.2,0.2888,7.7,3.36,3124.8,18591.03,9330.47,5252.6,12195.51,45369.61,0.2753,0.4429,0.2639,0.2932,0.3033931779347741,0.7068000000000001,0.5228907673526072,0.5246999999999999,106.89655172413794,4475.4825,34.165099383139136,0.690056020722679,0.7402013881821387,0.769372644108586,1.173538437017718,-2.995880929729681,-0.5104543653392893,1.2520462492568054,4,71.6,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
113,Silver Fern Diner #113,Cafe/Brunch,QSR,North Shore,0.9965,29.79,6389,1690,1805,1680,1214,50345.1,55925.97,53318.81,37261.13,196851.01,0.3173,0.2981,0.288,8.6,3.16,3836.24,19362.73,5402.45,5150.6,10494.39,40410.17,0.2645,0.3841,0.3575,0.2584,0.20528302089991815,0.7416,0.554961744925769,0.6154,126.45833333333334,6366.6385,30.810926592581,1.4577896508718442,1.738251126119909,1.6873795631552315,1.500547138735569,-2.9541075071016865,0.9672023523758485,1.1890519739441687,4,61.8,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
114,The Copper Pan #114,Korean BBQ,QSR,West Auckland,1.0118,31.62,6618,2377,1304,1558,1379,75160.74,43684.4,54720.38,46469.83,220035.35,0.2699,0.249,0.2577,6.9,3.43,4729.97,36159.83,9759.09,12224.53,17626.67,75770.12,0.3592,0.3075,0.3674,0.3252,0.3443543048878282,0.6749,0.4472225940059177,0.5188999999999999,174.55696202531644,6696.0924,33.2480129948625,1.8007040769713565,1.8414338955862457,1.832599314134793,1.8473503785523677,-2.944003342255108,-2.3499453642985637,1.3564714276900698,4,76.4,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
115,Karaka Kebabs #115,Pizza,Casual Dining,North Shore,1.0028,37.88,1981,778,339,440,424,29470.64,14581.88,17480.6,16629.54,78162.66,0.3583,0.3851,0.2764,8.9,4.35,1844.4,7562.17,-288.72,-346.12,2422.74,9350.07,0.3927,0.2818,0.3658,0.3525,0.11962323186032818,0.6476,0.4102020069429571,0.7434000000000001,42.82828282828282,1986.5467999999998,39.45616355376073,-0.7471822170449732,-0.8164308785030008,-0.818335904788521,0.38738369525834615,2.6965707571968554,-0.3929689940305119,1.0072647430177444,2,35.8,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
116,Mango Tree Thai #116,Italian,Cafe,East Auckland,0.99,29.79,2573,1120,451,434,568,33364.8,14654.31,13733.3,17940.7,79693.11,0.2547,0.2961,0.2908,16.1,3.83,2175.44,14987.47,2321.24,2175.35,5883.52,25367.58,0.4353,0.3104,0.2987,0.3909,0.31831584938773255,0.6091,0.3562115972133601,0.5508,33.21637426900585,2547.27,30.9728371550719,-0.7107588165354073,-0.3712950440089847,-0.3991439140809399,0.62540918696408,-0.21797060705796842,-4.1163786368418105,-1.2366767765759248,0,46.5,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
117,Harbor Bites #117,Italian,Fine Dining,Newmarket,0.99,44.1,685,384,101,98,102,16934.4,5056.14,4421.32,4546.88,30958.74,0.3585,0.4712,0.3015,14.3,2.88,293.76,2883.93,-663.37,-580.08,480.57,2121.05,0.5606,0.3355,0.3256,0.3389,0.06851215521045108,0.6611,0.30613196790308644,0.8297,6.666666666666666,678.15,45.19524087591241,-2.126925287971405,-2.117997819102356,-2.1327001782116377,-1.8264133813774466,5.980911116577437,0.010890281760688656,-0.9649324057303769,3,13.9,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
118,Ponsonby Pizza Co #118,Indian,Casual Dining,Manukau,1.0163,35.4,2832,962,636,565,669,34054.8,23623.96,20800.2,25434.45,103913.41,0.2708,0.381,0.2772,10.7,1.51,1010.19,11857.88,1677.3,1476.81,7846.09,22858.08,0.3397,0.3401,0.3021,0.3578,0.21997237892587684,0.6422,0.42751132890355537,0.6517999999999999,57.17948717948718,2878.1616,36.69258827683616,-0.17435246247689734,-0.19242212197130215,-0.17323349506829164,-0.4220052566293471,0.4915956039409744,-1.452850598225676,0.8338983474876698,0,51.5,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
119,Southern Smoke BBQ #119,Burgers,Cafe,Devonport,0.9997,34.24,2628,1148,598,317,565,39307.52,21763.5,11864.63,20089.34,93024.99,0.2188,0.42,0.3124,9.4,2.14,1209.1,14197.88,1062.06,578.99,6047.17,21886.1,0.4368,0.4041,0.2142,0.3818,0.23527118895685983,0.6183000000000001,0.36149565831718977,0.6388,54.32692307692307,2627.2116,35.39763698630137,-0.4069437383368991,-0.33260372915809705,-0.34328830806601496,-0.1896584611350721,1.0248711232616863,-2.740812206663245,0.0224598535894831,0,42.7,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
120,Spice Route #120,Vegan/Plant-Based,Bar/Pub,East Auckland,0.99,36.12,2638,1269,541,438,390,45836.28,21128.11,17480.16,14379.58,98824.13,0.2695,0.3403,0.2802,12.5,2.56,998.4,17885.32,2324.09,1922.82,4612.51,26744.74,0.481,0.3952,0.3199,0.2849,0.27062965289954993,0.7151000000000001,0.3906765483288343,0.6098,28.88888888888889,2611.62,37.46176269901441,-0.28149910394085276,-0.3256113694368853,-0.3541151580724015,-0.43691562770552156,0.5158374124785882,-1.0141966290537086,-2.081655636025578,1,41.7,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
121,The Copper Pan #121,Chinese,Fine Dining,Auckland CBD,0.9956,44.01,1033,556,128,218,131,24469.56,6097.52,10595.41,5876.69,47039.18,0.3257,0.4116,0.3038,13.5,3.08,403.48,6428.15,-250.61,-435.47,1140.33,6882.4,0.5382,0.2683,0.457,0.2746,0.14631207431762203,0.7253000000000001,0.3548728953183283,0.7373000000000001,9.03448275862069,1028.4548,45.53647628267183,-1.5834088157701243,-1.6965817302622035,-1.7055386386360805,-1.4955712088124482,4.11717436659408,0.49363090981581714,-2.3804687398356297,3,25.0,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
122,Volcano Pizza #122,Seafood,QSR,Auckland CBD,1.0289,31.63,6377,2561,1303,1098,1415,81004.43,47383.37,38938.53,45705.56,213031.89,0.2403,0.2877,0.2653,6.6,2.27,3212.05,38234.09,9794.14,8048.59,18360.97,74437.79,0.4016,0.3415,0.2877,0.3708,0.3494208777850114,0.6292,0.4052064693225037,0.528,186.1842105263158,6561.2953,33.40628665516701,1.699068056325682,1.7327949929671738,1.7736217950415722,1.2167300024178045,-2.4347292969744716,-3.4072611366368473,2.1363014591335894,0,79.3,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
123,Arataki Eatery #123,Thai,Cafe,West Auckland,0.99,31.78,3419,1302,700,518,899,41377.56,23021.89,17680.01,29408.41,111487.87,0.2962,0.2828,0.2256,9.2,1.77,1591.23,17419.95,4498.48,3454.67,10789.71,36162.81,0.3808,0.3307,0.2447,0.4247,0.32436542199613283,0.5754,0.36507917856893307,0.579,88.13725490196079,3384.81,32.60832699619772,-0.01953931596725212,0.18561334195038093,0.14894365537647294,0.18051670261583205,-0.19550999536366714,-4.253187811175338,1.2395377523762134,0,54.1,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
124,Fenwick's Bistro #124,Chinese,Cafe,West Auckland,0.99,33.16,4369,1968,1138,519,744,65258.88,42670.28,18166.12,26087.2,152182.48,0.3436,0.3703,0.2881,3.1,1.49,1108.56,18670.57,-85.34,-36.33,6354.99,24903.89,0.4504,0.474,0.2162,0.3099,0.16364492154418825,0.6901999999999999,0.39975955182225964,0.7139,181.46341463414635,4325.31,34.832336919203485,0.7358239378529119,0.7358299021021876,0.6888091523782611,-0.30284221080832247,0.206493374438655,-0.05982058015935667,2.2181879171976626,2,45.0,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
125,Manuka Street Food #125,Korean BBQ,QSR,Ponsonby,0.9982,29.79,3771,1073,1170,891,637,31964.67,39464.78,27127.51,20417.82,118974.78,0.3417,0.3295,0.3018,13.4,0.98,624.26,10509.98,1065.55,732.44,6089.12,18397.09,0.2845,0.4337,0.3302,0.2361,0.15463016615790337,0.7639,0.5597176981541802,0.6712,44.23611111111111,3764.2122,31.549928400954652,0.1284948130771193,0.39723494901859024,0.3747297913933623,-1.0076587777203585,-1.6304355059252176,2.165437247115851,-0.16241014756118546,4,44.5,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
