RestaurantID,RestaurantName,CuisineType,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrdersCount,UberEatsOrdersCount,DoorDashOrdersCount,SelfDeliveryOrdersCount,InStoreRevenue,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,TotalRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,TotalNetProfit,InStoreShare,UE_share,DD_share,SD_share
182,Ponsonby Pizza Co #182,Vegan/Plant-Based,Fine Dining,Newmarket,0.9958,45.71,642,338,135,73,96,15449.98,6491.99,3593.36,4643.68,30179.01,0.3836,0.4415,0.35,5.1,3.79,363.84,2702.2,-1136.75,-629.2,448.34,1384.59,0.5265,0.4441,0.2401,0.3158
183,Fenwick's Bistro #183,Mexican,Casual Dining,Waitakere,1.033,36.25,3078,1019,659,743,657,36938.75,24984.39,29945.26,25560.22,117428.62,0.306,0.4436,0.289,4.6,3.35,2200.95,9249.46,-964.4,-1155.89,4199.33,11328.5,0.3311,0.3201,0.3609,0.3191
184,Volcano Pizza #184,Pizza,Bar/Pub,East Auckland,1.0154,37.7,2706,1157,608,550,391,43618.9,24052.81,21369.23,15352.24,104393.18,0.286,0.3026,0.3282,15.4,3.38,1321.58,17944.82,2001.19,1777.92,4994.33,26718.26,0.4276,0.3925,0.3551,0.2524
185,Fenwick's Bistro #185,Thai,QSR,East Auckland,1.0122,30.15,5252,1319,1211,1400,1322,39767.85,40355.82,45633.04,40883.85,166640.56,0.2799,0.3046,0.3162,10.7,1.72,2273.84,16523.54,4007.33,4531.36,14713.4,39775.63,0.2511,0.3079,0.356,0.3361
186,The Copper Pan #186,Pizza,QSR,South Auckland,1.0157,32.0,5173,1817,1186,1158,1012,58144.0,40326.91,37933.06,34528.44,170932.41,0.2857,0.3477,0.291,8.0,2.68,2712.16,21315.59,3048.71,2867.74,9945.97,37178.01,0.3512,0.3534,0.3451,0.3015
187,Ponsonby Pizza Co #187,Steakhouse,QSR,North Shore,1.0127,35.45,3703,1115,1124,927,537,39526.75,43828.51,36406.93,20210.54,139972.73,0.276,0.3405,0.2503,6.2,1.14,612.18,15158.51,5837.96,4849.4,7138.56,32984.43,0.3011,0.4343,0.3582,0.2075
188,Little Saigon #188,Korean BBQ,Casual Dining,Manukau,1.003,36.05,3056,1009,758,747,542,36374.45,31034.94,28671.2,20321.16,116401.75,0.3303,0.372,0.3118,7.7,0.89,482.38,10828.67,-437.59,-404.26,5567.23,15554.05,0.3302,0.3703,0.3649,0.2648
189,Southern Smoke BBQ #189,Pizza,Casual Dining,Manukau,0.99,40.82,2313,973,507,378,455,39717.86,22730.8,17642.66,19714.02,99805.34,0.3547,0.3656,0.2351,5.3,3.61,1642.55,11109.09,1013.79,786.86,3871.46,16781.2,0.4207,0.3784,0.2821,0.3396
190,Ocean & Vine #190,Chinese,Casual Dining,Auckland CBD,1.0037,40.37,3203,1437,533,697,536,58011.69,23890.33,29886.27,22102.03,133890.32,0.3145,0.2931,0.328,12.6,1.97,1055.92,22763.79,1538.54,1924.68,7616.92,33843.93,0.4486,0.3018,0.3947,0.3035
191,Volcano Pizza #191,Bakery/Desserts,Bar/Pub,East Auckland,0.9908,32.66,2014,990,359,285,380,32333.4,12516.55,10176.5,12996.1,68022.55,0.2219,0.2872,0.286,6.8,3.76,1428.8,15872.47,2564.64,2085.16,4950.99,25473.26,0.4916,0.3506,0.2783,0.3711
192,Waterfront Grill #192,Indian,QSR,West Auckland,0.9932,35.41,5367,1604,1479,1341,943,56797.64,54506.36,50023.37,35702.82,197030.19,0.2675,0.3159,0.2005,13.3,4.02,3790.86,23661.9,11778.82,10810.05,11082.93,57333.7,0.2989,0.393,0.3564,0.2506
193,Waterfront Grill #193,Pizza,Casual Dining,North Shore,1.0137,40.44,2272,863,504,525,380,34899.72,21638.82,23367.15,15758.12,95663.81,0.3318,0.3731,0.2698,8.1,2.12,805.6,10298.91,547.46,591.19,3844.62,15282.18,0.3798,0.3577,0.3726,0.2697
194,Urban Burger Bar #194,Italian,QSR,Devonport,1.0179,32.36,4215,1161,1205,1220,629,37569.96,44661.81,42665.78,21141.83,146039.38,0.3553,0.3037,0.2996,5.8,3.45,2170.05,12811.36,1849.0,1766.36,5039.31,21466.03,0.2754,0.3946,0.3995,0.206
195,Hibiscus Grill #195,Italian,QSR,Manukau,0.99,29.79,5997,1726,1608,1387,1276,51417.54,52732.57,44135.91,40904.13,189190.15,0.3118,0.352,0.2729,8.0,2.07,2641.32,17286.58,3337.97,2793.8,11110.65,34529.0,0.2878,0.3765,0.3247,0.2988
196,Golden Wok #196,Seafood,Casual Dining,Waitakere,1.0042,34.99,2605,1033,397,617,558,36144.67,14669.99,22592.27,20771.19,94178.12,0.3084,0.3206,0.3015,3.0,0.89,496.62,13409.67,1019.56,1570.16,7209.49,23208.88,0.3965,0.2525,0.3925,0.355
197,Urban Burger Bar #197,Indian,Food Truck,Devonport,1.0249,29.79,1571,663,335,242,331,19750.77,10764.24,7457.88,10560.22,48533.11,0.313,0.2382,0.2545,9.1,2.94,973.14,8864.15,2091.49,1449.07,3766.29,16171.0,0.422,0.3689,0.2665,0.3645
198,Spice Route #198,Bakery/Desserts,Casual Dining,Newmarket,1.0219,39.9,3399,1227,690,757,725,48957.3,31071.95,31279.1,29819.04,141127.39,0.3128,0.3894,0.2408,8.9,2.28,1653.0,14579.48,1771.1,1782.91,7227.11,25360.6,0.361,0.3177,0.3485,0.3338
199,Urban Burger Bar #199,Italian,QSR,Ponsonby,1.0274,29.79,6828,1582,2241,1356,1649,47127.78,73895.81,46449.48,53039.87,220512.94,0.2887,0.2648,0.2779,12.4,2.32,3825.68,21042.55,12458.83,7831.38,19856.62,61189.38,0.2317,0.4272,0.2585,0.3143
200,Hibiscus Grill #200,Indian,Casual Dining,Waitakere,1.0066,39.53,3176,1094,713,661,708,43245.82,30802.84,28052.46,28328.83,130429.95,0.2912,0.4516,0.2809,3.0,4.97,3518.76,11122.82,-730.03,-664.84,3767.42,13495.37,0.3445,0.3425,0.3175,0.3401
201,Urban Burger Bar #201,Bakery/Desserts,QSR,Ponsonby,0.9993,29.79,4222,1486,1095,711,930,44267.94,37026.08,21609.62,28854.49,131758.13,0.3423,0.3454,0.2695,13.6,1.12,1041.6,13824.88,1584.72,924.89,7969.66,24304.15,0.352,0.4002,0.2599,0.3399
202,The Brass Fork #202,Korean BBQ,Bar/Pub,East Auckland,0.99,35.29,2301,1091,384,469,357,38501.39,15007.01,18932.38,13081.58,85522.36,0.2,0.3545,0.3168,12.4,3.22,1149.54,17152.37,1931.4,2436.6,4678.3,26198.67,0.4741,0.3174,0.3876,0.295
203,Fenwick's Bistro #203,Italian,Casual Dining,Newmarket,1.0112,38.38,3226,1222,858,654,492,46900.36,36340.11,25667.73,20089.1,128997.3,0.3439,0.4697,0.2545,13.9,1.71,841.32,8742.23,-2474.76,-1747.97,2903.29,7422.79,0.3788,0.4281,0.3263,0.2455
204,Volcano Pizza #204,Burgers,QSR,Devonport,1.0177,40.56,4893,1618,1218,1076,981,65626.08,51608.86,46890.27,42681.63,206806.84,0.2861,0.2251,0.2894,9.3,3.8,3727.8,32078.03,10290.81,9349.92,17134.98,68853.74,0.3307,0.3719,0.3285,0.2995
205,The Copper Pan #205,Steakhouse,QSR,Waitakere,1.0313,29.79,4079,1156,862,1100,961,34437.24,26547.71,36480.81,30302.69,127768.45,0.2877,0.2996,0.282,13.0,3.13,3007.93,14212.25,3469.79,4768.04,9497.99,31948.07,0.2834,0.2949,0.3763,0.3288
206,Southern Smoke BBQ #206,Steakhouse,QSR,Newmarket,1.0285,37.15,6346,1983,1774,1746,843,73668.45,75491.07,73873.36,32887.87,255920.75,0.3508,0.3183,0.2333,4.4,3.22,2714.46,24376.89,7367.93,7210.04,8168.14,47123.0,0.3125,0.4066,0.4002,0.1932
207,Rangitoto Roast #207,Sushi,Food Truck,Manukau,1.008,30.52,1495,728,283,292,192,22218.56,9482.32,9915.98,6060.21,47677.07,0.2686,0.2043,0.2404,12.0,1.76,337.92,11711.4,2718.58,2842.91,2856.42,20129.31,0.487,0.369,0.3807,0.2503
208,Pohutukawa Pub #208,Seafood,Cafe,Devonport,0.99,32.44,3496,1406,887,729,474,45610.64,30904.69,25547.08,16004.32,118066.73,0.2596,0.365,0.2804,6.8,1.96,929.04,17122.23,2935.95,2426.97,5078.98,27564.13,0.4022,0.4244,0.3488,0.2268
209,Southern Smoke BBQ #209,Mexican,Fine Dining,West Auckland,0.9922,45.41,1151,612,139,191,209,27790.92,6921.56,9945.49,9877.38,54535.35,0.3461,0.3947,0.3394,3.7,3.82,798.38,7203.41,-555.11,-797.63,1761.84,7612.51,0.5317,0.2579,0.3544,0.3878
210,Tui Table #210,Pizza,Casual Dining,Newmarket,1.0093,39.56,2793,991,702,478,622,39203.96,28549.7,19384.53,24646.42,111784.61,0.3324,0.4145,0.2974,5.6,4.75,2954.5,9922.52,-1264.75,-858.73,3283.51,11082.55,0.3548,0.3896,0.2653,0.3452
211,Southern Smoke BBQ #211,Bar & Grill,Casual Dining,Waitakere,1.003,37.46,2490,945,580,533,432,35399.7,24483.42,22927.08,16833.97,99644.17,0.3067,0.4329,0.2282,9.5,3.33,1438.56,9218.08,788.37,738.25,2945.01,13689.71,0.3795,0.3754,0.345,0.2796
212,Gecko Cafe #212,Sushi,QSR,Devonport,1.0033,37.09,4810,1532,1319,1069,890,56821.88,51277.97,44820.3,35270.55,188190.7,0.2528,0.3136,0.2,6.6,1.81,1610.9,24637.97,11978.53,10470.02,13682.41,60768.93,0.3185,0.4024,0.3261,0.2715
213,Tui Table #213,Vegan/Plant-Based,Bar/Pub,East Auckland,1.0058,34.4,2103,984,544,297,278,33849.6,21045.15,11654.93,10105.83,76655.51,0.234,0.2474,0.302,10.8,3.17,881.26,17554.4,4558.38,2524.46,4359.62,28996.86,0.4679,0.4861,0.2654,0.2484
214,The Copper Pan #214,Thai,Cafe,Ponsonby,0.9974,34.96,2615,1047,567,507,494,36603.12,21595.81,18666.26,18369.61,95234.8,0.3184,0.3017,0.2771,3.2,5.31,2623.14,13905.53,2220.05,1918.89,4355.47,22399.94,0.4004,0.3616,0.3233,0.3151
215,Rangitoto Roast #215,Burgers,Casual Dining,Auckland CBD,0.9966,35.74,3049,1154,711,698,486,41243.96,26833.0,25907.45,17912.25,111896.66,0.3222,0.4082,0.3142,3.0,2.91,1414.26,11119.37,-1196.75,-1155.47,3414.88,12182.03,0.3785,0.3752,0.3683,0.2565
216,Kowhai Kitchen #216,Bakery/Desserts,Casual Dining,North Shore,1.0107,37.79,3160,1239,899,583,439,46821.81,34786.1,24372.01,17291.86,123271.78,0.3335,0.3811,0.2536,14.3,4.41,1935.99,13362.94,1106.2,775.03,2999.11,18243.28,0.3921,0.468,0.3035,0.2285
217,Golden Wok #217,Sushi,Casual Dining,Manukau,1.0,34.25,2264,933,427,414,490,31955.25,16468.32,15413.99,16827.46,80665.02,0.3122,0.2453,0.2905,12.7,1.99,975.1,14140.2,2503.18,2342.93,6471.05,25457.36,0.4121,0.3208,0.311,0.3681
218,Golden Wok #218,Steakhouse,Bar/Pub,Devonport,1.0057,37.59,1952,848,530,327,247,31876.32,20778.18,13373.77,9569.21,75597.48,0.2402,0.4021,0.3054,5.8,2.75,679.25,11402.16,1086.7,699.45,2743.66,15931.97,0.4344,0.4801,0.2962,0.2237
219,The Copper Pan #219,Sushi,QSR,Ponsonby,1.0161,37.06,6470,1811,1655,1818,1186,67115.66,62974.05,76821.1,45621.33,252532.14,0.3503,0.3068,0.2666,9.5,3.48,4127.28,23013.96,4804.92,5861.45,11516.27,45196.6,0.2799,0.3552,0.3902,0.2546
220,The Brass Fork #220,Korean BBQ,Casual Dining,East Auckland,0.99,37.73,1839,756,418,380,285,28523.88,17636.3,15779.89,10972.59,72912.66,0.3144,0.339,0.2672,13.1,3.24,923.4,9886.38,1400.32,1252.92,2879.7,15419.32,0.4111,0.386,0.3509,0.2632
221,Spice Route #221,Vegan/Plant-Based,Cafe,Waitakere,0.9978,30.31,3434,1552,769,662,451,47041.12,24835.22,21277.93,13703.97,106858.24,0.2667,0.3997,0.2808,11.0,1.96,883.96,15692.92,1311.3,1123.47,3687.68,21815.37,0.452,0.4086,0.3518,0.2396
222,The Copper Pan #222,Mexican,Cafe,Manukau,1.0266,29.79,3414,1312,766,719,617,39084.48,24430.48,22961.36,19395.63,105871.95,0.3129,0.3161,0.2963,10.0,1.91,1178.47,14500.34,1824.96,1715.21,6017.31,24057.82,0.3843,0.3644,0.3421,0.2935
223,Gecko Cafe #223,Thai,QSR,Newmarket,0.9946,31.2,5762,1918,1664,1206,974,59841.6,54622.64,39032.74,31446.54,184943.52,0.2783,0.2656,0.2796,13.3,3.89,3788.86,27293.75,9640.9,6889.28,10553.91,54377.84,0.3329,0.4329,0.3137,0.2534
224,Cafe Aroha #224,Italian,QSR,Waitakere,0.99,29.79,4108,1001,1042,1024,1041,29819.79,35129.09,31877.71,32042.65,128869.24,0.2822,0.3179,0.3092,6.9,4.11,4278.51,11924.93,3186.21,2891.31,8535.35,26537.8,0.2437,0.3354,0.3296,0.335
225,Gecko Cafe #225,Seafood,QSR,East Auckland,0.99,29.79,5668,1772,1562,1247,1087,52787.88,49261.21,38583.37,33029.33,173661.79,0.3003,0.3891,0.2661,9.6,4.46,4848.02,16395.92,2192.12,1716.96,5410.89,25715.89,0.3126,0.4009,0.3201,0.279
226,Ocean & Vine #226,Vegan/Plant-Based,Cafe,Newmarket,1.0054,31.79,3166,1307,753,564,542,41549.53,25070.73,20176.81,17971.53,104768.6,0.28,0.4312,0.2401,9.4,4.78,2590.76,11999.5,1220.94,982.61,2599.42,16802.47,0.4128,0.4051,0.3034,0.2916
227,Kiwi Kitchen Co #227,Mexican,Cafe,North Shore,1.0055,35.62,3662,1451,851,762,598,51684.62,32137.51,30172.45,22047.18,136041.76,0.2878,0.368,0.3393,8.5,2.95,1764.1,17789.85,157.47,147.85,5824.54,23919.71,0.3962,0.3849,0.3446,0.2705
228,Mango Tree Thai #228,Burgers,Casual Dining,Newmarket,1.0042,47.23,1891,667,369,475,380,31502.41,18236.69,24429.66,18627.94,92796.7,0.3828,0.4031,0.2619,8.1,2.46,934.8,6744.67,-871.71,-1167.74,3053.44,7758.66,0.3527,0.3015,0.3881,0.3105
229,Silver Fern Diner #229,Seafood,Casual Dining,North Shore,1.0242,35.95,2602,843,697,665,397,30305.85,26593.03,25548.37,14935.37,97382.62,0.3301,0.4196,0.2629,9.8,4.29,1703.13,7585.55,-335.07,-321.91,2035.19,8963.76,0.324,0.3962,0.3781,0.2257
230,Blue Wave Sushi #230,Pizza,Cafe,West Auckland,0.99,36.02,3411,1689,646,633,443,60837.78,23985.18,25238.15,15964.93,126026.04,0.2087,0.2872,0.278,9.6,3.58,1585.94,30668.32,5423.05,5706.35,6461.98,48259.7,0.4952,0.3751,0.3676,0.2573
231,The Copper Pan #231,Indian,Cafe,Ponsonby,1.0109,31.85,2848,1153,521,722,452,36723.05,17267.71,25885.75,15441.59,95318.1,0.2898,0.3822,0.282,5.8,1.72,777.44,12045.16,794.31,1190.74,4287.4,18317.61,0.4048,0.3074,0.426,0.2667
232,Manuka Street Food #232,Mexican,QSR,Devonport,1.0354,31.47,4220,1179,1261,1097,683,37103.13,42628.87,39167.96,21616.25,140516.21,0.3011,0.2633,0.2684,12.3,1.66,1133.78,16162.12,7127.55,6548.88,8282.26,38120.81,0.2794,0.4147,0.3607,0.2246
233,The Grill House #233,Cafe/Brunch,Casual Dining,Newmarket,0.99,39.51,2093,836,463,457,337,33030.36,20750.46,19701.2,13795.19,87277.21,0.3213,0.3959,0.2795,6.1,3.34,1125.58,9340.99,68.48,65.01,2775.7,12250.18,0.3994,0.3683,0.3636,0.2681
234,Rangitoto Roast #234,Vegan/Plant-Based,Cafe,Devonport,0.9993,31.22,3080,1296,739,620,425,40461.12,23704.84,21806.63,13488.62,99461.21,0.2874,0.3386,0.2788,8.7,2.6,1105.0,15132.46,2256.7,2075.99,3939.74,23404.89,0.4208,0.4142,0.3475,0.2382
235,Fenwick's Bistro #235,Thai,QSR,Waitakere,1.0007,32.39,3945,1067,1113,1090,675,34560.13,37767.77,38357.92,22779.38,133465.2,0.2991,0.3251,0.2852,8.5,2.77,1869.75,12987.7,3421.76,3475.23,6690.74,26575.43,0.2705,0.3867,0.3787,0.2345
236,Gecko Cafe #236,Cafe/Brunch,Cafe,South Auckland,0.9916,29.79,4276,1586,1128,873,689,47246.94,38243.2,28131.13,20985.45,134606.72,0.2784,0.3559,0.2093,10.8,3.98,2742.22,17278.21,5981.24,4399.71,4932.16,32591.32,0.3709,0.4193,0.3245,0.2561
237,Arataki Eatery #237,Chinese,Cafe,Auckland CBD,1.0001,29.79,3207,1521,588,523,575,45310.59,19893.55,17644.64,18307.75,101156.53,0.2984,0.2,0.3364,3.0,3.63,2087.25,22727.79,3286.41,2914.89,7095.92,36025.01,0.4743,0.3488,0.3102,0.341
238,Nikau Noodle House #238,Italian,QSR,North Shore,1.0334,29.79,6370,2119,1433,1576,1242,63125.01,47313.52,50246.21,38172.38,198857.12,0.2837,0.3089,0.2756,12.6,4.26,5290.92,25717.13,6235.92,6622.45,10260.51,48836.01,0.3327,0.3371,0.3707,0.2922
239,Ocean & Vine #239,Vegan/Plant-Based,Casual Dining,West Auckland,1.0336,40.29,3452,1310,753,854,535,52779.9,31893.56,36866.73,22656.63,144196.82,0.2916,0.4121,0.2974,7.1,0.89,476.15,15638.68,-35.08,-40.55,6237.01,21800.06,0.3795,0.3515,0.3987,0.2498
240,Waterfront Grill #240,Seafood,Casual Dining,Auckland CBD,1.001,37.03,1948,629,569,409,341,23291.87,22641.38,16048.51,12878.64,74860.4,0.4,0.4023,0.2387,13.8,3.08,1050.28,4604.8,-928.3,-657.99,1495.83,4514.34,0.3229,0.4314,0.3101,0.2585
241,Ponsonby Pizza Co #241,Korean BBQ,Casual Dining,Manukau,1.0346,35.91,2935,1063,727,649,496,38172.33,27345.55,25343.23,17839.01,108700.12,0.2985,0.3749,0.2659,7.8,3.56,1765.76,12467.08,1659.87,1538.33,4060.46,19725.74,0.3622,0.3884,0.3467,0.265
242,Mango Tree Thai #242,Korean BBQ,Casual Dining,Devonport,1.0065,38.03,3200,970,679,759,792,36889.1,26770.48,31486.57,31093.6,126239.75,0.323,0.4621,0.2598,9.3,1.12,887.04,7927.47,-1201.99,-1413.75,5794.97,11106.7,0.3031,0.3045,0.3404,0.3552
243,Golden Wok #243,Vegan/Plant-Based,Casual Dining,Newmarket,1.0323,40.78,2900,1146,754,466,534,46733.88,32882.03,21015.19,22711.14,123342.24,0.2751,0.3956,0.3241,16.2,2.08,1110.72,15389.47,170.99,109.28,6368.06,22037.8,0.3952,0.4299,0.2657,0.3044
244,Arataki Eatery #244,Seafood,Cafe,East Auckland,1.0036,31.63,3267,1436,759,572,500,45420.68,26284.41,19466.75,16396.42,107568.26,0.2835,0.3719,0.2624,8.5,1.88,940.0,15651.97,2160.58,1600.17,4710.21,24122.93,0.4395,0.4145,0.3124,0.2731
245,Waterfront Grill #245,Indian,Fine Dining,Ponsonby,0.999,42.7,862,508,134,110,110,21691.6,6103.97,4923.95,5058.49,37778.01,0.322,0.5022,0.3027,13.8,2.82,310.2,3813.38,-774.59,-624.85,579.08,2993.02,0.5893,0.3785,0.3107,0.3107
246,Golden Wok #246,Thai,Casual Dining,Newmarket,1.0115,42.29,1898,649,465,380,404,27446.21,21619.68,18202.55,18051.28,85319.72,0.3067,0.3981,0.2605,9.6,4.59,1854.36,8102.12,750.2,631.63,3474.38,12958.33,0.3419,0.3723,0.3042,0.3235
247,Rangitoto Roast #247,Pizza,Cafe,Ponsonby,1.05,36.53,3644,1452,894,621,677,53041.56,34568.73,24159.21,26700.71,138470.21,0.3114,0.3051,0.2664,11.0,5.02,3398.54,20341.44,4048.0,2829.04,6841.18,34059.66,0.3985,0.4078,0.2833,0.3089
248,Nikau Noodle House #248,Chinese,Casual Dining,East Auckland,1.0188,39.73,3433,1310,803,675,645,52046.3,33975.64,30571.77,26230.74,142824.45,0.3342,0.2581,0.2726,9.7,1.9,1225.5,21219.28,4590.11,4130.25,9468.77,39408.41,0.3816,0.3782,0.3179,0.3038
249,Tui Table #249,Korean BBQ,Cafe,South Auckland,0.9944,34.41,4311,1849,966,1005,491,63624.09,37321.53,36205.88,17961.81,155113.31,0.2971,0.3261,0.3185,12.5,3.38,1659.58,23973.56,2175.85,2110.8,5108.43,33368.64,0.4289,0.3924,0.4082,0.1994
250,Harbor Bites #250,Thai,Casual Dining,Newmarket,1.0205,42.35,1922,741,477,356,348,31381.35,22911.53,16475.82,15392.82,86161.52,0.2669,0.418,0.2233,7.1,3.41,1186.68,9888.26,2103.28,1512.48,3663.6,17167.62,0.3855,0.4039,0.3014,0.2947
